airline,reg,type,msn,age
Pegasus,TC-DCI,Airbus A320-216,06666,10 years
Pegasus,TC-DCL,Airbus A320-214,07145,9 years
Pegasus,TC-DCM,Airbus A320-214,07200,9 years
Pegasus,TC-AIS,Boeing 737-82R,38174,14 years
Pegasus,TC-AZP,Boeing 737-82R,38176,14 years
Pegasus,TC-CPC,Boeing 737-82R,40878,13 years
Pegasus,TC-CPD,Boeing 737-82R,40726,13 years
Pegasus,TC-CPE,Boeing 737-82R,38178,13 years
Pegasus,TC-CPK,Boeing 737-82R,40009,12 years
Pegasus,TC-CRE,Boeing 737-82R,63703,7 years
Pegasus,TC-CRF,Boeing 737-82R,63704,7 years
Pegasus,TC-CRG,Boeing 737-82R,63705,7 years
flynas,HZ-NS22,Airbus A320-251N,08443,7 years
flynas,HZ-NS23,Airbus A320-251N,08756,7 years
flynas,HZ-NS24,Airbus A320-251N,09040,6 years
flynas,HZ-NS25,Airbus A320-251N,09163,6 years
flynas,HZ-NS26,Airbus A320-251N,09225,6 years
flynas,HZ-NS27,Airbus A320-251N,09531,6 years
flynas,HZ-NS28,Airbus A320-251N,09428,5 years
flynas,HZ-NS29,Airbus A320-251N,09522,5 years
flynas,HZ-NS32,Airbus A320-251N,10179,5 years
flynas,HZ-NS33,Airbus A320-251N,10097,5 years
flynas,HZ-NS34,Airbus A320-251N,10350,5 years
flynas,HZ-NS35,Airbus A320-251N,10431,4 years
flynas,HZ-NS36,Airbus A320-251N,10436,4 years
flynas,HZ-NS37,Airbus A320-251N,10478,4 years
flynas,HZ-NS38,Airbus A320-251N,10243,4 years
flynas,HZ-NS39,Airbus A320-251N,10539,4 years
flynas,HZ-NS42,Airbus A320-251N,10550,4 years
flynas,HZ-NS43,Airbus A320-251N,10514,4 years
flynas,HZ-NS44,Airbus A320-251N,10290,4 years
flynas,HZ-NS45,Airbus A320-251N,10442,4 years
flynas,HZ-NS46,Airbus A320-251N,10760,4 years
flynas,HZ-NS47,Airbus A320-251N,10777,3 years
flynas,HZ-NS48,Airbus A320-251N,10807,3 years
flynas,HZ-NS49,Airbus A320-251N,10851,3 years
flynas,HZ-NS52,Airbus A320-251N,10911,3 years
flynas,HZ-NS53,Airbus A320-251N,10992,3 years
flynas,HZ-NS54,Airbus A320-251N,11074,3 years
flynas,HZ-NS55,Airbus A320-251N,11145,3 years
flynas,HZ-NS56,Airbus A320-251N,11289,2 years
flynas,HZ-NS57,Airbus A320-251N,11271,3 years
flynas,HZ-NS58,Airbus A320-251N,11443,2 years
flynas,HZ-NS59,Airbus A320-251N,11414,2 years
flynas,HZ-NS62,Airbus A320-251N,11674,2 years
flynas,HZ-NS63,Airbus A320-251N,11639,2 years
flynas,HZ-NS64,Airbus A320-251N,11541,2 years
flynas,HZ-NS65,Airbus A320-251N,11516,2 years
flynas,HZ-NS66,Airbus A320-251N,11462,2 years
flynas,HZ-NS67,Airbus A320-251N,11527,2 years
flynas,HZ-NS68,Airbus A320-251N,11683,2 years
flynas,HZ-NS69,Airbus A320-251N,11719,2 years
flynas,HZ-NS72,Airbus A320-251N,11728,2 years
flynas,HZ-NS73,Airbus A320-251N,11746,2 years
flynas,HZ-NS74,Airbus A320-251N,11525,2 years
flynas,HZ-NS75,Airbus A320-251N,11761,2 years
flynas,HZ-NS76,Airbus A320-251N,11539,2 years
flynas,HZ-NS77,Airbus A320-251N,11582,2 years
flynas,HZ-NS78,Airbus A320-251N,11914,2 years
flynas,HZ-NS79,Airbus A320-251N,11713,2 years
flynas,HZ-NS82,Airbus A320-251N,11739,2 years
flynas,HZ-NS83,Airbus A320-251N,11783,1 year
flynas,HZ-NS84,Airbus A320-251N,11853,1 year
flynas,HZ-NS85,Airbus A320-251N,11858,1 year
flynas,HZ-NS86,Airbus A320-251N,11875,1 year
flynas,HZ-NS87,Airbus A320-251N,12414,1 year
flynas,HZ-NS88,Airbus A320-251N,12454,1 year
flynas,HZ-NS89,Airbus A320-251N,12506,Brand new
flynas,HZ-NS92,Airbus A320-251N,12614,Brand new
flynas,HZ-NS93,Airbus A320-251N,12658,Brand new
flynas,HZ-NS94,Airbus A320-251N,12805,Brand new
flynas,HZ-NS95,Airbus A320-251N,12783,Brand new
flynas,HZ-NS96,Airbus A320-251N,12986,Brand new
flynas,F-HDRG,Airbus A320-214,02950,19 years
flynas,VP-CQL,Airbus A320-214,03802,16 years
flynas,VP-CXR,Airbus A320-214,03894,16 years
flynas,VP-CXS,Airbus A320-214,03787,17 years
flynas,VP-CXT,Airbus A320-214,03817,16 years
flynas,HZ-NE24,Airbus A330-343,1607,10 years
flynas,HZ-NE25,Airbus A330-343,1624,10 years
flynas,OK-TSS,Boeing 737-81M,35272,17 years
flynas,OK-TST,Boeing 737-86N,37884,15 years
flynas,OK-TVY,Boeing 737-8Q8,30724,18 years
Petroleum Air Services,SU-CBV,Leonardo AW139,41209,17 years
Petroleum Air Services,SU-CCE,Leonardo AW139,41502,11 years
Petroleum Air Services,SU-CCF,Leonardo AW139,41529,9 years
Petroleum Air Services,SU-CCG,Leonardo AW139,41530,9 years
Petroleum Air Services,SU-CCI,Leonardo AW139,31889,7 years
Petroleum Air Services,SU-CCJ,Leonardo AW139,31898,6 years
Petroleum Air Services,SU-CCK,Leonardo AW139,31922,6 years
Petroleum Air Services,SU-CCA,Bell 412EP,36635,13 years
Petroleum Air Services,SU-CBY,Mitsubishi CRJ-900,15278,14 years
Petroleum Air Services,SU-CCB,Mitsubishi CRJ-900,15370,11 years
Petroleum Air Services,SU-CCH,Mitsubishi CRJ-900LR,15441,8 years
Petroleum Air Services,SU-CBF,De Havilland Canada Dash 8-300,584,23 years
Petroleum Air Services,SU-CBG,De Havilland Canada Dash 8-300,585,23 years
Petroleum Air Services,SU-CBH,De Havilland Canada Dash 8-300,594,23 years
Petroleum Air Services,SU-CBJ,De Havilland Canada Dash 8-300,607,21 years
Petroleum Air Services,SU-CBN,De Havilland Canada Dash 8-300,632,19 years
Petroleum Air Services,SU-CBU,Airbus Helicopters H135,0883,16 years
Austrian Airlines,OE-LZN,Airbus A320-271N,10904,3 years
Austrian Airlines,OE-LZO,Airbus A320-271N,11076,3 years
Austrian Airlines,OE-LZP,Airbus A320-271N,11418,2 years
Austrian Airlines,OE-LZQ,Airbus A320-271N,11467,2 years
Austrian Airlines,OE-LZR,Airbus A320-271N,11808,2 years
Austrian Airlines,OE-LBI,Airbus A320-214,01937,23 years
Austrian Airlines,OE-LBJ,Airbus A320-214,01553,24 years
Austrian Airlines,OE-LBK,Airbus A320-214,01931,23 years
Austrian Airlines,OE-LBL,Airbus A320-214,02009,22 years
Austrian Airlines,OE-LBM,Airbus A320-214,01504,24 years
Austrian Airlines,OE-LBN,Airbus A320-214,00768,28 years
Austrian Airlines,OE-LBO,Airbus A320-214,00776,28 years
Austrian Airlines,OE-LBP,Airbus A320-214,00797,27 years
Austrian Airlines,OE-LBQ,Airbus A320-214,01137,26 years
Austrian Airlines,OE-LBR,Airbus A320-214,01150,26 years
Austrian Airlines,OE-LBS,Airbus A320-214,01189,25 years
Austrian Airlines,OE-LBT,Airbus A320-214,01387,25 years
Austrian Airlines,OE-LBU,Airbus A320-214,01478,24 years
Austrian Airlines,OE-LBV,Airbus A320-214,01385,25 years
Austrian Airlines,OE-LBW,Airbus A320-214,01678,24 years
Austrian Airlines,OE-LBX,Airbus A320-214,01735,23 years
Austrian Airlines,OE-LBY,Airbus A320-214,05122,13 years
Austrian Airlines,OE-LBZ,Airbus A320-214,05181,13 years
Austrian Airlines,OE-LXA,Airbus A320-216,03295,18 years
Austrian Airlines,OE-LXB,Airbus A320-216,03482,17 years
Austrian Airlines,OE-LXC,Airbus A320-216,03502,17 years
Austrian Airlines,OE-LXD,Airbus A320-216,03515,17 years
Austrian Airlines,OE-LXE,Airbus A320-216,03532,17 years
Austrian Airlines,OE-LZA,Airbus A320-214,03234,18 years
Austrian Airlines,OE-LZB,Airbus A320-214,03268,18 years
Austrian Airlines,OE-LZC,Airbus A320-214,05278,13 years
Austrian Airlines,OE-LZD,Airbus A320-214,05299,13 years
Austrian Airlines,OE-LZE,Airbus A320-214,05754,12 years
Austrian Airlines,OE-LZF,Airbus A320-214,05841,12 years
Austrian Airlines,OE-LBA,Airbus A321-111,00552,30 years
Austrian Airlines,OE-LBB,Airbus A321-111,00570,30 years
Austrian Airlines,OE-LBC,Airbus A321-111,00581,29 years
Austrian Airlines,OE-LBD,Airbus A321-211,00920,27 years
Austrian Airlines,OE-LBE,Airbus A321-211,00935,27 years
Austrian Airlines,OE-LBF,Airbus A321-211,01458,24 years
Austrian Airlines,OE-LAE,Boeing 767-3Z9(ER),30383,25 years
Austrian Airlines,OE-LAY,Boeing 767-3Z9(ER),29867,27 years
Austrian Airlines,OE-LAZ,Boeing 767-3Z9(ER),30331,26 years
Austrian Airlines,OE-LPA,Boeing 777-2Z9(ER),28698,28 years
Austrian Airlines,OE-LPB,Boeing 777-2Z9(ER),28699,27 years
Austrian Airlines,OE-LPC,Boeing 777-2Z9(ER),29313,23 years
Austrian Airlines,OE-LPD,Boeing 777-2B8(ER),35960,19 years
Austrian Airlines,OE-LPE,Boeing 777-2Q8(ER),27607,27 years
Austrian Airlines,OE-LPF,Boeing 777-2Q8(ER),28692,24 years
Austrian Airlines,OE-LPL,Boeing 787-9 Dreamliner,62735,6 years
Austrian Airlines,OE-LPM,Boeing 787-9 Dreamliner,62736,6 years
Austrian Airlines,OE-LWA,Embraer E195LR,19000314,16 years
Austrian Airlines,OE-LWB,Embraer E195LR,19000324,16 years
Austrian Airlines,OE-LWC,Embraer E195LR,19000350,15 years
Austrian Airlines,OE-LWD,Embraer E195LR,19000411,15 years
Austrian Airlines,OE-LWE,Embraer E195LR,19000423,14 years
Austrian Airlines,OE-LWF,Embraer E195LR,19000447,14 years
Austrian Airlines,OE-LWG,Embraer E195LR,19000464,14 years
Austrian Airlines,OE-LWH,Embraer E195LR,19000486,14 years
Austrian Airlines,OE-LWI,Embraer E195LR,19000500,14 years
Austrian Airlines,OE-LWJ,Embraer E195LR,19000507,14 years
Austrian Airlines,OE-LWK,Embraer E195LR,19000523,14 years
Austrian Airlines,OE-LWL,Embraer E195LR,19000532,13 years
Austrian Airlines,OE-LWN,Embraer E195LR,19000553,13 years
Austrian Airlines,OE-LWO,Embraer E195LR,19000555,14 years
Austrian Airlines,OE-LWP,Embraer E195LR,19000558,13 years
Austrian Airlines,OE-LWQ,Embraer E195LR,19000565,14 years
Smart Aviation,SU-SME,Cessna Citation Sovereign,680-0274,17 years
British Airways,G-TTNA,Airbus A320-251N,08108,7 years
British Airways,G-TTNB,Airbus A320-251N,08139,7 years
British Airways,G-TTNC,Airbus A320-251N,08173,7 years
British Airways,G-TTND,Airbus A320-251N,08308,7 years
British Airways,G-TTNE,Airbus A320-251N,08365,7 years
British Airways,G-TTNF,Airbus A320-251N,08408,7 years
British Airways,G-TTNG,Airbus A320-251N,08431,7 years
British Airways,G-TTNH,Airbus A320-251N,08489,7 years
British Airways,G-TTNI,Airbus A320-251N,08767,7 years
British Airways,G-TTNJ,Airbus A320-251N,08772,6 years
British Airways,G-TTNK,Airbus A320-251N,09551,5 years
British Airways,G-TTNL,Airbus A320-251N,09585,5 years
British Airways,G-TTNM,Airbus A320-251N,10144,5 years
British Airways,G-TTNN,Airbus A320-251N,10344,4 years
British Airways,G-TTNO,Airbus A320-251N,10388,5 years
British Airways,G-TTNP,Airbus A320-251N,10548,4 years
British Airways,G-TTNR,Airbus A320-251N,10493,4 years
British Airways,G-TTNS,Airbus A320-251N,11026,3 years
British Airways,G-TTNT,Airbus A320-251N,11092,3 years
British Airways,G-TTNU,Airbus A320-251N,11403,2 years
British Airways,G-TTNV,Airbus A320-251N,12184,1 year
British Airways,G-TTNW,Airbus A320-251N,12133,1 year
British Airways,G-TTNX,Airbus A320-251N,12141,1 year
British Airways,G-TTNY,Airbus A320-251N,12151,1 year
British Airways,G-TTNZ,Airbus A320-251N,12158,1 year
British Airways,G-TTSA,Airbus A320-251N,12227,1 year
British Airways,G-TTSB,Airbus A320-251N,12416,1 year
British Airways,G-TTSC,Airbus A320-251N,12441,1 year
British Airways,G-TTSD,Airbus A320-251N,12453,Brand new
British Airways,G-TTSE,Airbus A320-251N,12483,Brand new
British Airways,G-TTSF,Airbus A320-251N,12535,Brand new
British Airways,G-TTSG,Airbus A320-251N,12693,Brand new
British Airways,G-TTSH,Airbus A320-251N,12735,Brand new
British Airways,G-NEOP,Airbus A321-251NX,08469,6 years
British Airways,G-NEOR,Airbus A321-251NX,08526,7 years
British Airways,G-NEOS,Airbus A321-251NX,08637,7 years
British Airways,G-NEOT,Airbus A321-251NX,08718,6 years
British Airways,G-NEOU,Airbus A321-251NX,08804,6 years
British Airways,G-NEOV,Airbus A321-251NX,08930,6 years
British Airways,G-NEOW,Airbus A321-251NX,08984,6 years
British Airways,G-NEOX,Airbus A321-251NX,09162,6 years
British Airways,G-NEOY,Airbus A321-251NX,09209,5 years
British Airways,G-NEOZ,Airbus A321-251NX,09123,5 years
British Airways,G-TNEA,Airbus A321-251NX,11603,2 years
British Airways,G-TNEB,Airbus A321-251NX,11585,2 years
British Airways,G-TNEC,Airbus A321-251NX,11744,2 years
British Airways,G-TNED,Airbus A321-251NX,12029,1 year
British Airways,G-TNEE,Airbus A321-251NX,12015,1 year
British Airways,G-TNEF,Airbus A321-251NX,12481,Brand new
British Airways,G-TNEG,Airbus A321-251NX,12484,Brand new
British Airways,G-TNEH,Airbus A321-251NX,12648,Brand new
British Airways,G-TNEI,Airbus A321-251NX,12706,Brand new
British Airways,G-TNEJ,Airbus A321-251NX,12753,Brand new
British Airways,G-DBCA,Airbus A319-131,02098,22 years
British Airways,G-DBCB,Airbus A319-131,02188,21 years
British Airways,G-DBCC,Airbus A319-131,02194,21 years
British Airways,G-DBCD,Airbus A319-131,02389,21 years
British Airways,G-DBCE,Airbus A319-131,02429,20 years
British Airways,G-DBCF,Airbus A319-131,02466,20 years
British Airways,G-DBCG,Airbus A319-131,02694,20 years
British Airways,G-DBCH,Airbus A319-131,02697,19 years
British Airways,G-DBCJ,Airbus A319-131,02981,19 years
British Airways,G-DBCK,Airbus A319-131,03049,18 years
British Airways,G-EUOA,Airbus A319-131,01513,24 years
British Airways,G-EUOE,Airbus A319-131,01574,24 years
British Airways,G-EUOF,Airbus A319-131,01590,24 years
British Airways,G-EUOG,Airbus A319-131,01594,24 years
British Airways,G-EUPD,Airbus A319-131,01142,26 years
British Airways,G-EUPG,Airbus A319-131,01222,25 years
British Airways,G-EUPJ,Airbus A319-131,01232,25 years
British Airways,G-EUPK,Airbus A319-131,01236,25 years
British Airways,G-EUPL,Airbus A319-131,01239,25 years
British Airways,G-EUPN,Airbus A319-131,01261,25 years
British Airways,G-EUPO,Airbus A319-131,01279,25 years
British Airways,G-EUPP,Airbus A319-131,01295,25 years
British Airways,G-EUPR,Airbus A319-131,01329,25 years
British Airways,G-EUPS,Airbus A319-131,01338,25 years
British Airways,G-EUPU,Airbus A319-131,01384,25 years
British Airways,G-EUPZ,Airbus A319-131,01510,24 years
British Airways,G-EUUA,Airbus A320-232,01661,24 years
British Airways,G-EUUB,Airbus A320-232,01689,24 years
British Airways,G-EUUC,Airbus A320-232,01696,24 years
British Airways,G-EUUD,Airbus A320-232,01760,23 years
British Airways,G-EUUE,Airbus A320-232,01782,23 years
British Airways,G-EUUF,Airbus A320-232,01806,23 years
British Airways,G-EUUG,Airbus A320-232,01812,23 years
British Airways,G-EUUH,Airbus A320-232,01665,23 years
British Airways,G-EUUI,Airbus A320-232,01871,23 years
British Airways,G-EUUJ,Airbus A320-232,01883,23 years
British Airways,G-EUUK,Airbus A320-232,01899,23 years
British Airways,G-EUUL,Airbus A320-232,01708,23 years
British Airways,G-EUUM,Airbus A320-232,01907,23 years
British Airways,G-EUUN,Airbus A320-232,01910,23 years
British Airways,G-EUUO,Airbus A320-232,01958,22 years
British Airways,G-EUUP,Airbus A320-232,02038,22 years
British Airways,G-EUUR,Airbus A320-232,02040,22 years
British Airways,G-EUUS,Airbus A320-232,03301,18 years
British Airways,G-EUUT,Airbus A320-232,03314,18 years
British Airways,G-EUUU,Airbus A320-232,03351,18 years
British Airways,G-EUUV,Airbus A320-232,03468,17 years
British Airways,G-EUUW,Airbus A320-232,03499,17 years
British Airways,G-EUUX,Airbus A320-232,03550,17 years
British Airways,G-EUUY,Airbus A320-232,03607,17 years
British Airways,G-EUUZ,Airbus A320-232,03649,17 years
British Airways,G-EUYA,Airbus A320-232,03697,17 years
British Airways,G-EUYB,Airbus A320-232,03703,17 years
British Airways,G-EUYC,Airbus A320-232,03721,17 years
British Airways,G-EUYD,Airbus A320-232,03726,17 years
British Airways,G-EUYE,Airbus A320-232,03912,16 years
British Airways,G-EUYF,Airbus A320-232,04185,16 years
British Airways,G-EUYG,Airbus A320-232,04238,15 years
British Airways,G-EUYH,Airbus A320-232,04265,15 years
British Airways,G-EUYI,Airbus A320-232,04306,15 years
British Airways,G-EUYJ,Airbus A320-232,04464,15 years
British Airways,G-EUYK,Airbus A320-232,04551,15 years
British Airways,G-EUYL,Airbus A320-232,04725,14 years
British Airways,G-EUYM,Airbus A320-232,04791,14 years
British Airways,G-EUYN,Airbus A320-232,04975,14 years
British Airways,G-EUYO,Airbus A320-232,05634,12 years
British Airways,G-EUYP,Airbus A320-232,05784,12 years
British Airways,G-EUYR,Airbus A320-232,05856,12 years
British Airways,G-EUYS,Airbus A320-232,05948,12 years
British Airways,G-EUYT,Airbus A320-232,05985,12 years
British Airways,G-EUYU,Airbus A320-232,06028,11 years
British Airways,G-EUYV,Airbus A320-232,06091,11 years
British Airways,G-EUYW,Airbus A320-232,06129,11 years
British Airways,G-EUYX,Airbus A320-232,06155,11 years
British Airways,G-EUYY,Airbus A320-232,06290,11 years
British Airways,G-GATK,Airbus A320-232,01902,23 years
British Airways,G-GATL,Airbus A320-232,01834,23 years
British Airways,G-GATM,Airbus A320-232,01892,23 years
British Airways,G-GATN,Airbus A320-232,01613,24 years
British Airways,G-GATP,Airbus A320-232,01804,23 years
British Airways,G-GATR,Airbus A320-232,01771,23 years
British Airways,G-GATS,Airbus A320-232,01672,24 years
British Airways,G-GATU,Airbus A320-232,03089,18 years
British Airways,G-MEDK,Airbus A320-232,02441,20 years
British Airways,G-TTOB,Airbus A320-232,01687,24 years
British Airways,G-TTOE,Airbus A320-232,01754,23 years
British Airways,G-EUXC,Airbus A321-231,02305,21 years
British Airways,G-EUXD,Airbus A321-231,02320,21 years
British Airways,G-EUXE,Airbus A321-231,02323,21 years
British Airways,G-EUXF,Airbus A321-231,02324,21 years
British Airways,G-EUXG,Airbus A321-231,02351,21 years
British Airways,G-EUXH,Airbus A321-231,02363,21 years
British Airways,G-EUXI,Airbus A321-231,02536,20 years
British Airways,G-EUXJ,Airbus A321-231,03081,18 years
British Airways,G-EUXK,Airbus A321-231,03235,18 years
British Airways,G-EUXL,Airbus A321-231,03254,18 years
British Airways,G-EUXM,Airbus A321-231,03290,18 years
British Airways,G-XWBA,Airbus A350-1041,326,6 years
British Airways,G-XWBB,Airbus A350-1041,340,6 years
British Airways,G-XWBC,Airbus A350-1041,362,6 years
British Airways,G-XWBD,Airbus A350-1041,374,6 years
British Airways,G-XWBE,Airbus A350-1041,386,6 years
British Airways,G-XWBF,Airbus A350-1041,402,5 years
British Airways,G-XWBG,Airbus A350-1041,432,5 years
British Airways,G-XWBH,Airbus A350-1041,446,5 years
British Airways,G-XWBI,Airbus A350-1041,473,4 years
British Airways,G-XWBJ,Airbus A350-1041,490,4 years
British Airways,G-XWBK,Airbus A350-1041,495,4 years
British Airways,G-XWBL,Airbus A350-1041,547,3 years
British Airways,G-XWBM,Airbus A350-1041,563,3 years
British Airways,G-XWBN,Airbus A350-1041,609,2 years
British Airways,G-XWBO,Airbus A350-1041,617,2 years
British Airways,G-XWBP,Airbus A350-1041,623,2 years
British Airways,G-XWBR,Airbus A350-1041,639,2 years
British Airways,G-XWBS,Airbus A350-1041,652,2 years
British Airways,G-XLEA,Airbus A380-841,095,13 years
British Airways,G-XLEB,Airbus A380-841,121,13 years
British Airways,G-XLEC,Airbus A380-841,124,12 years
British Airways,G-XLED,Airbus A380-841,144,12 years
British Airways,G-XLEE,Airbus A380-841,148,12 years
British Airways,G-XLEF,Airbus A380-841,151,12 years
British Airways,G-XLEG,Airbus A380-841,161,11 years
British Airways,G-XLEH,Airbus A380-841,163,11 years
British Airways,G-XLEI,Airbus A380-841,173,11 years
British Airways,G-XLEJ,Airbus A380-841,192,10 years
British Airways,G-XLEK,Airbus A380-841,194,10 years
British Airways,G-XLEL,Airbus A380-841,215,9 years
British Airways,G-RAES,Boeing 777-236(ER),27491,28 years
British Airways,G-VIIA,Boeing 777-236(ER),27483,29 years
British Airways,G-VIIB,Boeing 777-236(ER),27484,29 years
British Airways,G-VIIC,Boeing 777-236(ER),27485,29 years
British Airways,G-VIID,Boeing 777-236(ER),27486,29 years
British Airways,G-VIIE,Boeing 777-236(ER),27487,28 years
British Airways,G-VIIF,Boeing 777-236(ER),27488,28 years
British Airways,G-VIIG,Boeing 777-236(ER),27489,28 years
British Airways,G-VIIH,Boeing 777-236(ER),27490,28 years
British Airways,G-VIIJ,Boeing 777-236(ER),27492,28 years
British Airways,G-VIIK,Boeing 777-236(ER),28840,28 years
British Airways,G-VIIL,Boeing 777-236(ER),27493,27 years
British Airways,G-VIIM,Boeing 777-236(ER),28841,27 years
British Airways,G-VIIN,Boeing 777-236(ER),29319,27 years
British Airways,G-VIIO,Boeing 777-236(ER),29320,27 years
British Airways,G-VIIP,Boeing 777-236(ER),29321,27 years
British Airways,G-VIIR,Boeing 777-236(ER),29322,26 years
British Airways,G-VIIS,Boeing 777-236(ER),29323,26 years
British Airways,G-VIIT,Boeing 777-236(ER),29962,26 years
British Airways,G-VIIU,Boeing 777-236(ER),29963,26 years
British Airways,G-VIIV,Boeing 777-236(ER),29964,26 years
British Airways,G-VIIW,Boeing 777-236(ER),29965,26 years
British Airways,G-VIIX,Boeing 777-236(ER),29966,26 years
British Airways,G-VIIY,Boeing 777-236(ER),29967,26 years
British Airways,G-YMMA,Boeing 777-236(ER),30302,26 years
British Airways,G-YMMB,Boeing 777-236(ER),30303,26 years
British Airways,G-YMMC,Boeing 777-236(ER),30304,26 years
British Airways,G-YMMD,Boeing 777-236(ER),30305,26 years
British Airways,G-YMME,Boeing 777-236(ER),30306,25 years
British Airways,G-YMMF,Boeing 777-236(ER),30307,25 years
British Airways,G-YMMG,Boeing 777-236(ER),30308,25 years
British Airways,G-YMMH,Boeing 777-236(ER),30309,25 years
British Airways,G-YMMI,Boeing 777-236(ER),30310,25 years
British Airways,G-YMMJ,Boeing 777-236(ER),30311,25 years
British Airways,G-YMMK,Boeing 777-236(ER),30312,25 years
British Airways,G-YMML,Boeing 777-236(ER),30313,24 years
British Airways,G-YMMN,Boeing 777-236(ER),30316,24 years
British Airways,G-YMMO,Boeing 777-236(ER),30317,24 years
British Airways,G-YMMP,Boeing 777-236(ER),30315,24 years
British Airways,G-YMMR,Boeing 777-236(ER),36516,16 years
British Airways,G-YMMS,Boeing 777-236(ER),36517,16 years
British Airways,G-YMMT,Boeing 777-236(ER),36518,16 years
British Airways,G-YMMU,Boeing 777-236(ER),36519,16 years
British Airways,G-STBA,Boeing 777-336(ER),40542,15 years
British Airways,G-STBB,Boeing 777-36N(ER),38286,15 years
British Airways,G-STBC,Boeing 777-36N(ER),38287,15 years
British Airways,G-STBD,Boeing 777-36N(ER),38695,14 years
British Airways,G-STBE,Boeing 777-36N(ER),38696,14 years
British Airways,G-STBF,Boeing 777-336(ER),40543,14 years
British Airways,G-STBG,Boeing 777-336(ER),38430,12 years
British Airways,G-STBH,Boeing 777-336(ER),38431,12 years
British Airways,G-STBI,Boeing 777-336(ER),43702,12 years
British Airways,G-STBJ,Boeing 777-336(ER),43703,11 years
British Airways,G-STBK,Boeing 777-336(ER),42121,11 years
British Airways,G-STBL,Boeing 777-336(ER),42124,11 years
British Airways,G-STBM,Boeing 777-300(ER),66582,5 years
British Airways,G-STBN,Boeing 777-300(ER),66583,5 years
British Airways,G-STBO,Boeing 777-300(ER),66584,5 years
British Airways,G-STBP,Boeing 777-300(ER),66633,5 years
British Airways,G-ZBJA,Boeing 787-8 Dreamliner,38609,12 years
British Airways,G-ZBJB,Boeing 787-8 Dreamliner,38610,12 years
British Airways,G-ZBJC,Boeing 787-8 Dreamliner,38611,12 years
British Airways,G-ZBJD,Boeing 787-8 Dreamliner,38619,12 years
British Airways,G-ZBJE,Boeing 787-8 Dreamliner,38612,11 years
British Airways,G-ZBJF,Boeing 787-8 Dreamliner,38613,11 years
British Airways,G-ZBJG,Boeing 787-8 Dreamliner,38614,11 years
British Airways,G-ZBJH,Boeing 787-8 Dreamliner,38615,11 years
British Airways,G-ZBJI,Boeing 787-8 Dreamliner,60626,8 years
British Airways,G-ZBJJ,Boeing 787-8 Dreamliner,60629,7 years
British Airways,G-ZBJK,Boeing 787-8 Dreamliner,60630,7 years
British Airways,G-ZBJM,Boeing 787-8 Dreamliner,60631,7 years
British Airways,G-ZBKA,Boeing 787-9 Dreamliner,38616,10 years
British Airways,G-ZBKB,Boeing 787-9 Dreamliner,38617,10 years
British Airways,G-ZBKC,Boeing 787-9 Dreamliner,38621,10 years
British Airways,G-ZBKD,Boeing 787-9 Dreamliner,38618,10 years
British Airways,G-ZBKE,Boeing 787-9 Dreamliner,38620,10 years
British Airways,G-ZBKF,Boeing 787-9 Dreamliner,38622,10 years
British Airways,G-ZBKG,Boeing 787-9 Dreamliner,38623,10 years
British Airways,G-ZBKH,Boeing 787-9 Dreamliner,38624,9 years
British Airways,G-ZBKI,Boeing 787-9 Dreamliner,38625,9 years
British Airways,G-ZBKJ,Boeing 787-9 Dreamliner,38626,9 years
British Airways,G-ZBKK,Boeing 787-9 Dreamliner,38627,9 years
British Airways,G-ZBKL,Boeing 787-9 Dreamliner,38628,9 years
British Airways,G-ZBKM,Boeing 787-9 Dreamliner,38629,9 years
British Airways,G-ZBKN,Boeing 787-9 Dreamliner,38630,9 years
British Airways,G-ZBKO,Boeing 787-9 Dreamliner,38631,9 years
British Airways,G-ZBKP,Boeing 787-9 Dreamliner,38632,9 years
British Airways,G-ZBKR,Boeing 787-9 Dreamliner,60627,7 years
British Airways,G-ZBKS,Boeing 787-9 Dreamliner,60628,7 years
