airline,reg,type,msn,age
Air France,F-HPNS,Airbus A220-300,55353,Brand new
Air France,F-HPNT,Airbus A220-300,55367,Brand new
Air France,F-HPNU,Airbus A220-300,55375,Brand new
Air France,F-HPNV,Airbus A220-300,55385,Brand new
Air France,F-HPNX,Airbus A220-300,55390,Brand new
Air France,F-HPNY,Airbus A220-300,55393,Brand new
Air France,F-HPNZ,Airbus A220-300,55399,Brand new
Air France,F-HZUA,Airbus A220-300,55134,4 years
Air France,F-HZUB,Airbus A220-300,55139,4 years
Air France,F-HZUC,Airbus A220-300,55140,4 years
Air France,F-HZUD,Airbus A220-300,55141,4 years
Air France,F-HZUE,Airbus A220-300,55146,4 years
Air France,F-HZUF,Airbus A220-300,55149,4 years
Air France,F-HZUG,Airbus A220-300,55155,4 years
Air France,F-HZUH,Airbus A220-300,55157,3 years
Air France,F-HZUI,Airbus A220-300,55159,3 years
Air France,F-HZUJ,Airbus A220-300,55171,3 years
Air France,F-HZUK,Airbus A220-300,55173,3 years
Air France,F-HZUL,Airbus A220-300,55174,3 years
Air France,F-HZUM,Airbus A220-300,55185,3 years
Air France,F-HZUN,Airbus A220-300,55187,3 years
Air France,F-HZUO,Airbus A220-300,55193,3 years
Air France,F-HZUP,Airbus A220-300,55196,2 years
Air France,F-HZUQ,Airbus A220-300,55197,2 years
Air France,F-HZUR,Airbus A220-300,55198,3 years
Air France,F-HZUS,Airbus A220-300,55200,3 years
Air France,F-HZUT,Airbus A220-300,55210,3 years
Air France,F-HZUU,Airbus A220-300,55213,2 years
Air France,F-HZUV,Airbus A220-300,55216,2 years
Air France,F-HZUX,Airbus A220-300,55218,2 years
Air France,F-HZUY,Airbus A220-300,55221,2 years
Air France,F-HZUZ,Airbus A220-300,55223,2 years
Air France,F-HBXA,Embraer E170STD,17000237,17 years
Air France,F-HBXB,Embraer E170STD,17000250,17 years
Air France,F-HBXC,Embraer E170STD,17000263,17 years
Air France,F-HBXD,Embraer E170STD,17000281,16 years
Air France,F-HBXE,Embraer E170STD,17000286,16 years
Air France,F-HBXF,Embraer E170STD,17000292,16 years
Air France,F-HBXG,Embraer E170STD,17000301,16 years
Air France,F-HBXH,Embraer E170STD,17000307,15 years
Air France,F-HBXI,Embraer E170STD,17000310,15 years
Air France,F-HBXJ,Embraer E170STD,17000312,15 years
Air France,F-HBXL,Embraer E170LR,17000009,21 years
Air France,F-HBXN,Embraer E170LR,17000011,21 years
Air France,F-HBLA,Embraer E190LR,19000051,19 years
Air France,F-HBLB,Embraer E190LR,19000060,19 years
Air France,F-HBLC,Embraer E190LR,19000080,18 years
Air France,F-HBLD,Embraer E190LR,19000113,18 years
Air France,F-HBLE,Embraer E190LR,19000123,18 years
Air France,F-HBLF,Embraer E190LR,19000158,17 years
Air France,F-HBLG,Embraer E190STD,19000254,17 years
Air France,F-HBLH,Embraer E190STD,19000266,17 years
Air France,F-HBLI,Embraer E190STD,19000298,16 years
Air France,F-HBLJ,Embraer E190STD,19000311,16 years
Air France,F-HBLK,Embraer E190STD,19000760,7 years
Air France,F-HBLL,Embraer E190STD,19000767,6 years
Air France,F-HBLM,Embraer E190STD,19000768,6 years
Air France,F-HBLN,Embraer E190STD,19000769,6 years
Air France,F-HBLO,Embraer E190STD,19000770,6 years
Air France,F-HBLP,Embraer E190STD,19000772,6 years
Air France,F-HBLQ,Embraer E190STD,19000773,5 years
Air France,F-HBLR,Embraer E190STD,19000322,17 years
Air France,F-HBLS,Embraer E190STD,19000326,17 years
Air France,F-HBLV,Embraer E190STD,19000689,10 years
Air France,F-HBLX,Embraer E190STD,19000665,12 years
Air France,F-HBLY,Embraer E190STD,19000519,14 years
Air France,F-HBLZ,Embraer E190STD,19000522,14 years
Air France,F-HBQA,Embraer E190STD,19000654,12 years
Air France,F-HBQB,Embraer E190STD,19000655,12 years
Air France,F-HBQC,Embraer E190STD,19000658,12 years
Air France,F-HBQD,Embraer E190STD,19000528,14 years
Air France,F-HBQE,Embraer E190STD,19000533,14 years
Swiss,HB-JDA,Airbus A320-271N,09246,6 years
Swiss,HB-JDB,Airbus A320-271N,09379,5 years
Swiss,HB-JDC,Airbus A320-271N,10242,5 years
Swiss,HB-JDD,Airbus A320-271N,10944,4 years
Swiss,HB-JDE,Airbus A320-271N,11084,4 years
Swiss,HB-JDF,Airbus A320-271N,10735,3 years
Swiss,HB-JDG,Airbus A320-271N,11911,1 year
Swiss,HB-JDH,Airbus A320-271N,12338,1 year
Swiss,HB-JDI,Airbus A320-271N,12379,1 year
Swiss,HB-JDJ,Airbus A320-271N,12470,Brand new
Swiss,HB-JDK,Airbus A320-271N,12565,Brand new
Swiss,HB-JPA,Airbus A321-271NX,09417,5 years
Swiss,HB-JPB,Airbus A321-271NX,10115,5 years
Swiss,HB-JPC,Airbus A321-271NX,11298,2 years
Swiss,HB-JPD,Airbus A321-271NX,11406,2 years
Swiss,HB-JPE,Airbus A321-271NX,12436,Brand new
Swiss,HB-JPF,Airbus A321-271NX,12498,Brand new
Swiss,HB-JPG,Airbus A321-271NX,12882,Brand new
Swiss,HB-IJI,Airbus A320-214,00577,30 years
Swiss,HB-IJJ,Airbus A320-214,00585,29 years
Swiss,HB-IJK,Airbus A320-214,00596,29 years
Swiss,HB-IJL,Airbus A320-214,00603,29 years
Swiss,HB-IJM,Airbus A320-214,00635,29 years
Swiss,HB-IJN,Airbus A320-214,00643,29 years
Swiss,HB-IJO,Airbus A320-214,00673,28 years
Swiss,HB-IJP,Airbus A320-214,00681,28 years
Swiss,HB-IJQ,Airbus A320-214,00701,28 years
Swiss,HB-IJR,Airbus A320-214,00703,28 years
Swiss,HB-IOD,Airbus A321-111,00522,30 years
Swiss,HB-IOF,Airbus A321-111,00541,30 years
Swiss,HB-IOH,Airbus A321-111,00664,28 years
Swiss,HB-IOM,Airbus A321-212,04534,15 years
Swiss,HB-ION,Airbus A321-212,05567,12 years
Swiss,HB-IOO,Airbus A321-212,07007,9 years
Swiss,HB-JHA,Airbus A330-343,1000,16 years
Swiss,HB-JHB,Airbus A330-343,1018,16 years
Swiss,HB-JHC,Airbus A330-343,1029,16 years
Swiss,HB-JHD,Airbus A330-343,1026,16 years
Swiss,HB-JHE,Airbus A330-343,1084,16 years
Swiss,HB-JHF,Airbus A330-343,1089,16 years
Swiss,HB-JHG,Airbus A330-343,1101,15 years
Swiss,HB-JHH,Airbus A330-343,1145,15 years
Swiss,HB-JHI,Airbus A330-343,1181,15 years
Swiss,HB-JHJ,Airbus A330-343,1188,15 years
Swiss,HB-JHK,Airbus A330-343,1276,14 years
Swiss,HB-JHL,Airbus A330-343,1290,14 years
Swiss,HB-JHM,Airbus A330-343,1355,13 years
Swiss,HB-JHN,Airbus A330-343,1403,12 years
Swiss,HB-JMA,Airbus A340-313,0538,22 years
Swiss,HB-JMB,Airbus A340-313,0545,22 years
Swiss,HB-JMH,Airbus A340-313,0585,21 years
Swiss,HB-JMI,Airbus A340-313,0598,21 years
Swiss,HB-IFA,Airbus A350-941,737,Brand new
Swiss,HB-IFB,Airbus A350-941,748,Brand new
Swiss,HB-JNA,Boeing 777-3DE(ER),44582,10 years
Swiss,HB-JNB,Boeing 777-3DE(ER),44583,9 years
Swiss,HB-JNC,Boeing 777-3DE(ER),44584,9 years
Swiss,HB-JND,Boeing 777-3DE(ER),44585,9 years
Swiss,HB-JNE,Boeing 777-3DE(ER),44586,9 years
Swiss,HB-JNF,Boeing 777-3DE(ER),44587,9 years
Swiss,HB-JNG,Boeing 777-3DE(ER),62752,9 years
Swiss,HB-JNH,Boeing 777-3DE(ER),62753,8 years
Swiss,HB-JNI,Boeing 777-3DE(ER),62754,8 years
Swiss,HB-JNJ,Boeing 777-3DE(ER),62755,7 years
Swiss,HB-JNK,Boeing 777-300(ER),66091,6 years
Swiss,HB-JNL,Boeing 777-300(ER),66092,6 years
Swiss,HB-JBA,Airbus A220-100,50010,9 years
Swiss,HB-JBB,Airbus A220-100,50011,9 years
Swiss,HB-JBC,Airbus A220-100,50012,9 years
Swiss,HB-JBD,Airbus A220-100,50013,9 years
Swiss,HB-JBE,Airbus A220-100,50014,9 years
Swiss,HB-JBF,Airbus A220-100,50015,9 years
Swiss,HB-JBG,Airbus A220-100,50016,8 years
Swiss,HB-JBH,Airbus A220-100,50017,8 years
Swiss,HB-JBI,Airbus A220-100,50018,6 years
Swiss,HB-JCA,Airbus A220-300,55010,8 years
Swiss,HB-JCB,Airbus A220-300,55011,8 years
Swiss,HB-JCC,Airbus A220-300,55012,8 years
Swiss,HB-JCD,Airbus A220-300,55013,8 years
Swiss,HB-JCE,Airbus A220-300,55014,8 years
Swiss,HB-JCF,Airbus A220-300,55015,8 years
Swiss,HB-JCG,Airbus A220-300,55020,8 years
Swiss,HB-JCH,Airbus A220-300,55021,8 years
Swiss,HB-JCI,Airbus A220-300,55023,7 years
Swiss,HB-JCJ,Airbus A220-300,55025,7 years
Swiss,HB-JCK,Airbus A220-300,55027,7 years
Swiss,HB-JCL,Airbus A220-300,55029,7 years
Swiss,HB-JCM,Airbus A220-300,55030,7 years
Swiss,HB-JCN,Airbus A220-300,55032,7 years
Swiss,HB-JCO,Airbus A220-300,55033,7 years
Swiss,HB-JCP,Airbus A220-300,55036,7 years
Swiss,HB-JCQ,Airbus A220-300,55040,7 years
Swiss,HB-JCR,Airbus A220-300,55044,7 years
Swiss,HB-JCS,Airbus A220-300,55045,7 years
Swiss,HB-JCT,Airbus A220-300,55046,7 years
Swiss,HB-JCU,Airbus A220-300,55110,4 years
Royal Jordanian,JY-RAA,Airbus A320-271N,12292,1 year
Royal Jordanian,JY-RAB,Airbus A320-271N,12247,1 year
Royal Jordanian,JY-RAC,Airbus A320-271N,12384,Brand new
Royal Jordanian,JY-RAD,Airbus A320-271N,12304,Brand new
Royal Jordanian,JY-RAE,Airbus A320-271N,12479,Brand new
Royal Jordanian,JY-RAF,Airbus A320-271N,12400,Brand new
Royal Jordanian,JY-RAG,Airbus A320-271N,12508,Brand new
Royal Jordanian,JY-RAH,Airbus A320-271N,12523,Brand new
Royal Jordanian,JY-RAI,Airbus A320-271N,12541,Brand new
Royal Jordanian,JY-RAJ,Airbus A320-271N,12618,Brand new
Royal Jordanian,JY-RAK,Airbus A320-271N,12643,Brand new
Royal Jordanian,JY-RAL,Airbus A320-271N,12673,Brand new
Royal Jordanian,JY-RAN,Airbus A320-271N,12995,Brand new
Royal Jordanian,JY-AGQ,Airbus A310-304(F),445,38 years
Royal Jordanian,JY-AYC,Airbus A319-112,02762,19 years
Royal Jordanian,JY-AYN,Airbus A319-132,03803,16 years
Royal Jordanian,JY-AYP,Airbus A319-132,03832,16 years
Royal Jordanian,JY-AYZ,Airbus A319-111,02497,20 years
Royal Jordanian,JY-AYQ,Airbus A320-232,04670,14 years
Royal Jordanian,JY-AYR,Airbus A320-232,04817,14 years
Royal Jordanian,JY-AYS,Airbus A320-232,04853,14 years
Royal Jordanian,JY-AYW,Airbus A320-232,05367,13 years
Royal Jordanian,JY-AZC,Airbus A320-232,06455,11 years
Royal Jordanian,JY-AZD,Airbus A320-232,06474,11 years
Royal Jordanian,JY-AYT,Airbus A321-231,05099,13 years
Royal Jordanian,JY-AYV,Airbus A321-231,05177,13 years
Royal Jordanian,JY-RAZ,Airbus A321-231(P2F),03926,16 years
Royal Jordanian,JY-BAA,Boeing 787-8 Dreamliner,37983,11 years
Royal Jordanian,JY-BAB,Boeing 787-8 Dreamliner,35319,11 years
Royal Jordanian,JY-BAC,Boeing 787-8 Dreamliner,37164,11 years
Royal Jordanian,JY-BAE,Boeing 787-8 Dreamliner,37166,11 years
Royal Jordanian,JY-BAF,Boeing 787-8 Dreamliner,36112,11 years
Royal Jordanian,JY-BAG,Boeing 787-8 Dreamliner,37984,9 years
Royal Jordanian,JY-BAH,Boeing 787-8 Dreamliner,37985,9 years
Royal Jordanian,357,Lockheed C-130H Hercules,382-4603,19 years
Royal Jordanian,JY-EMA,Embraer E195AR,19000107,18 years
Royal Jordanian,JY-EMB,Embraer E195AR,19000131,18 years
Royal Jordanian,JY-REC,Embraer E190-E2,19020129,1 year
Royal Jordanian,JY-RED,Embraer E190-E2,19020139,1 year
Royal Jordanian,JY-REE,Embraer E190-E2,19020144,1 year
Royal Jordanian,JY-REZ,Embraer E190-E2,19020013,7 years
Royal Jordanian,JY-REA,Embraer E195-E2,19020116,2 years
Royal Jordanian,JY-REB,Embraer E195-E2,19020123,2 years
Royal Jordanian,JY-REF,Embraer E195-E2,19020181,Brand new
Royal Jordanian,JY-REG,Embraer E195-E2,19020180,Brand new
Royal Jordanian,JY-EMC,Embraer E175LR,17000223,17 years
Royal Jordanian,JY-EMD,Embraer E175LR,17000232,17 years
Kuwait Airways,9K-AKL,Airbus A320-251N,08933,6 years
Kuwait Airways,9K-AKM,Airbus A320-251N,09119,6 years
Kuwait Airways,9K-AKN,Airbus A320-251N,09303,6 years
Kuwait Airways,9K-AKO,Airbus A320-251N,10082,5 years
Kuwait Airways,9K-AKP,Airbus A320-251N,10087,5 years
Kuwait Airways,9K-AKQ,Airbus A320-251N,10060,5 years
Kuwait Airways,9K-AKR,Airbus A320-251N,11014,3 years
Kuwait Airways,9K-AKS,Airbus A320-251N,11187,3 years
Kuwait Airways,9K-AKT,Airbus A320-251N,11741,2 years
Kuwait Airways,9K-AQA,Airbus A321-251NX,12345,Brand new
Kuwait Airways,9K-AQB,Airbus A321-251NX,12507,Brand new
Kuwait Airways,9K-AQC,Airbus A321-251NX,12682,Brand new
Kuwait Airways,9K-APF,Airbus A330-841,1964,5 years
Kuwait Airways,9K-APG,Airbus A330-841,1969,5 years
Kuwait Airways,9K-APH,Airbus A330-841,2005,4 years
Kuwait Airways,9K-API,Airbus A330-841,2016,3 years
Kuwait Airways,9K-APJ,Airbus A330-941,2081,1 year
Kuwait Airways,9K-APK,Airbus A330-941,2083,Brand new
Kuwait Airways,9K-APL,Airbus A330-941,2093,Brand new
Kuwait Airways,9K-APM,Airbus A330-941,2103,Brand new
Kuwait Airways,9K-APN,Airbus A330-941,2107,Brand new
Kuwait Airways,9K-AOC,Boeing 777-369(ER),62561,9 years
Kuwait Airways,9K-AOD,Boeing 777-369(ER),62562,9 years
Kuwait Airways,9K-AOE,Boeing 777-369(ER),62563,9 years
Kuwait Airways,9K-AOF,Boeing 777-369(ER),62564,9 years
Kuwait Airways,9K-AOH,Boeing 777-369(ER),62565,8 years
Kuwait Airways,9K-AOI,Boeing 777-369(ER),62566,9 years
Kuwait Airways,9K-AOJ,Boeing 777-369(ER),62567,8 years
Kuwait Airways,9K-AOK,Boeing 777-369(ER),62568,8 years
Kuwait Airways,9K-AOL,Boeing 777-369(ER),62569,8 years
Kuwait Airways,9K-AOM,Boeing 777-369(ER),62570,8 years
Yemenia,7O-AFB,Airbus A320-233,04690,14 years
Yemenia,7O-AFD,Airbus A320-232,02752,19 years
Yemenia,7O-AFG,Airbus A320-232,05794,12 years
Yemenia,7O-AFH,Airbus A320-233,05050,13 years
Mavi Gök Airlines,TC-MGA,Boeing 737-7AK(BBJ),29865,26 years
Mavi Gök Airlines,TC-MGC,Boeing 737-83N,30679,22 years
Mavi Gök Airlines,TC-MGJ,Boeing 737-85F,28828,25 years
Mavi Gök Airlines,TC-MGK,Boeing 737-85F,28829,25 years
Mavi Gök Airlines,TC-MGL,Boeing 737-8S3,29248,25 years
Mavi Gök Airlines,TC-MGN,Boeing 737-8S3,29249,25 years
Mavi Gök Airlines,TC-MGO,Boeing 737-85F,30006,25 years
Mavi Gök Airlines,TC-MGP,Boeing 737-85F,30476,24 years
Mavi Gök Airlines,TC-MGR,Boeing 737-85F,30569,24 years
Mavi Gök Airlines,TC-MGT,Boeing 737-9GP(ER),35711,18 years
Mavi Gök Airlines,TC-MGE,Boeing 777-367(ER),34432,18 years
Mavi Gök Airlines,TC-MGF,Boeing 777-367(ER),35301,17 years
Mavi Gök Airlines,TC-MGG,Boeing 777-3ZG(ER),35302,17 years
Jordan Aviation,JY-JAT,Airbus A320-211,02061,22 years
Jordan Aviation,JY-JVA,Airbus A330-243,0409,24 years
Jordan Aviation,JY-JVB,Airbus A330-203,0834,18 years
Jordan Aviation,JY-JAD,Boeing 737-322,24662,35 years
Jordan Aviation,JY-JAX,Boeing 737-322,23955,37 years
Jordan Aviation,JY-JAL,Boeing 767-204(ER),24239,37 years
Corendon Airlines,LY-LGA,Airbus A320-232,03927,16 years
Corendon Airlines,TC-MKB,Boeing 737 MAX 8,65901,3 years
Corendon Airlines,TC-MKC,Boeing 737 MAX 8,65900,3 years
Corendon Airlines,TC-MKD,Boeing 737 MAX 8,65186,3 years
Corendon Airlines,TC-MKE,Boeing 737 MAX 8,43334,4 years
Corendon Airlines,TC-MKG,Boeing 737 MAX 8,66344,2 years
Corendon Airlines,TC-MKS,Boeing 737 MAX 8,64936,7 years
Corendon Airlines,PH-CDP,Boeing 737 MAX 9,66348,2 years
Corendon Airlines,PH-CDQ,Boeing 737 MAX 9,66347,2 years
Corendon Airlines,PH-CDR,Boeing 737 MAX 9,66358,1 year
Corendon Airlines,9H-CXD,Boeing 737-8GP,38308,11 years
Corendon Airlines,9H-CXE,Boeing 737-8GP,38316,9 years
Corendon Airlines,9H-CXF,Boeing 737-8KN,40263,12 years
Corendon Airlines,9H-CXG,Boeing 737-8K5(WL),37254,14 years
Corendon Airlines,9H-TJA,Boeing 737-8F2,34409,19 years
Corendon Airlines,9H-TJB,Boeing 737-8FH,35093,19 years
Corendon Airlines,9H-TJD,Boeing 737-84P,35077,18 years
Corendon Airlines,9H-TJF,Boeing 737-85R,35082,17 years
Corendon Airlines,TC-COE,Boeing 737-86J,36881,14 years
Corendon Airlines,TC-COH,Boeing 737-8EH,35850,13 years
Corendon Airlines,TC-CON,Boeing 737-81D,39412,15 years
Corendon Airlines,TC-COR,Boeing 737-8SH,42058,8 years
Corendon Airlines,TC-TJO,Boeing 737-86N,34253,20 years
Corendon Airlines,TC-TJR,Boeing 737-82R,40723,14 years
Corendon Airlines,TC-TJU,Boeing 737-8HX,29681,18 years
Corendon Airlines,TC-TJV,Boeing 737-86J,37740,17 years
Corendon Airlines,TC-TJY,Boeing 737-8AS,34991,14 years
Volga-Dnepr Airlines,RA-82043,Antonov An-124-100 Ruslan,9773054155101,34 years
Volga-Dnepr Airlines,RA-82044,Antonov An-124-100 Ruslan,9773054155109,35 years
Volga-Dnepr Airlines,RA-82046,Antonov An-124-100 Ruslan,9773052255117,34 years
Volga-Dnepr Airlines,RA-82047,Antonov An-124-100 Ruslan,9773053259121,34 years
Volga-Dnepr Airlines,RA-82068,Antonov An-124-100 Ruslan,9773051359127,33 years
Volga-Dnepr Airlines,RA-82074,Antonov An-124-100 Ruslan,9773051459142,32 years
Volga-Dnepr Airlines,RA-82077,Antonov An-124-100 Ruslan,9773054459151,31 years
Volga-Dnepr Airlines,RA-82078,Antonov An-124-100 Ruslan,9773054559153,30 years
Volga-Dnepr Airlines,RA-82079,Antonov An-124-100 Ruslan,9773052062157,26 years
Volga-Dnepr Airlines,RA-82081,Antonov An-124-100 Ruslan,9773051462165,21 years
Volga-Dnepr Airlines,RA-76511,Ilyushin Il-76TD-90VD,2123422752,13 years
Volga-Dnepr Airlines,RA-76950,Ilyushin Il-76TD-90VD,2043420697,21 years
Volga-Dnepr Airlines,RA-76951,Ilyushin Il-76TD-90VD,2073421704,18 years
Volga-Dnepr Airlines,RA-76952,Ilyushin Il-76MD,1063422743,15 years
Badr Airlines,C5-BDA,Boeing 737-55S,28471,28 years
Badr Airlines,C5-BDV,Boeing 737-5H6,27356,31 years
Badr Airlines,ST-BDG,Boeing 737-8JP,39046,15 years
Badr Airlines,ST-BDK,Boeing 737-8JP,39045,15 years
Badr Airlines,ST-BDS,Boeing 737-86Q,30294,21 years
Badr Airlines,ST-BAT,Mitsubishi CRJ-200LR,8045,20 years
Jazeera Airways,9K-CBA,Airbus A320-251N,07936,7 years
Jazeera Airways,9K-CBB,Airbus A320-251N,09002,6 years
Jazeera Airways,9K-CBC,Airbus A320-251N,09149,6 years
Jazeera Airways,9K-CBD,Airbus A320-251N,09174,6 years
Jazeera Airways,9K-CBE,Airbus A320-251N,09528,6 years
Jazeera Airways,9K-CBF,Airbus A320-251N,10201,5 years
Jazeera Airways,9K-CBG,Airbus A320-251N,10366,4 years
Jazeera Airways,9K-CBH,Airbus A320-251N,10488,5 years
Jazeera Airways,9K-CBI,Airbus A320-251N,10516,5 years
Jazeera Airways,9K-CBJ,Airbus A320-251N,10850,3 years
Jazeera Airways,9K-CBK,Airbus A320-251N,10934,3 years
Jazeera Airways,9K-CAI,Airbus A320-214,03919,16 years
Jazeera Airways,9K-CAK,Airbus A320-214,04162,16 years
Jazeera Airways,9K-CAL,Airbus A320-214,05033,14 years
Jazeera Airways,9K-CAM,Airbus A320-214,05625,12 years
Jazeera Airways,9K-CAN,Airbus A320-214,05833,12 years
Jazeera Airways,9K-CAO,Airbus A320-214,06124,11 years
Jazeera Airways,9K-CAP,Airbus A320-214,04092,16 years
Jazeera Airways,9K-CAR,Airbus A320-214,04735,14 years
Jazeera Airways,9K-CAS,Airbus A320-214,04699,14 years
Jazeera Airways,9K-CAT,Airbus A320-214,04714,14 years
Jazeera Airways,9K-CAV,Airbus A320-214,04601,15 years
Jazeera Airways,9K-CAW,Airbus A320-214,04991,14 years
Aeroflot,RA-73730,Airbus A320-251N,10126,5 years
Aeroflot,RA-73732,Airbus A320-251N,10180,5 years
Aeroflot,RA-73733,Airbus A320-251N,10258,5 years
Aeroflot,RA-73734,Airbus A320-251N,10481,4 years
Aeroflot,RA-73735,Airbus A320-251N,10525,4 years
Aeroflot,RA-73703,Airbus A321-251NX,10193,5 years
Aeroflot,RA-73704,Airbus A321-251NX,10314,4 years
Aeroflot,RA-73705,Airbus A321-251NX,10595,4 years
Aeroflot,RA-73167,Airbus A320-214,08418,7 years
Aeroflot,RA-73168,Airbus A320-214,08319,7 years
Aeroflot,RA-73169,Airbus A320-214,08452,7 years
Aeroflot,RA-73170,Airbus A320-214,07279,9 years
Aeroflot,RA-73171,Airbus A320-214,07038,9 years
Aeroflot,RA-73172,Airbus A320-214,08234,7 years
Aeroflot,RA-73173,Airbus A320-214,08276,7 years
Aeroflot,RA-73175,Airbus A320-214,06963,10 years
Aeroflot,RA-73176,Airbus A320-214,04712,14 years
Aeroflot,RA-73179,Airbus A320-214,06954,10 years
Aeroflot,RA-73180,Airbus A320-214,07240,9 years
Aeroflot,RA-73738,Airbus A320-214,04453,15 years
Aeroflot,RA-73739,Airbus A320-214,04498,15 years
Aeroflot,RA-73740,Airbus A320-214,04579,15 years
Aeroflot,RA-73743,Airbus A320-214,04684,14 years
Aeroflot,RA-73744,Airbus A320-214,04835,14 years
Aeroflot,RA-73745,Airbus A320-214,05421,13 years
Aeroflot,RA-73746,Airbus A320-214,05536,12 years
Aeroflot,RA-73747,Airbus A320-214,05565,12 years
Aeroflot,RA-73748,Airbus A320-214,05572,12 years
Aeroflot,RA-73749,Airbus A320-214,05578,12 years
Aeroflot,RA-73750,Airbus A320-214,05580,12 years
Aeroflot,RA-73752,Airbus A320-214,05585,12 years
Aeroflot,RA-73753,Airbus A320-214,05614,12 years
Aeroflot,RA-73754,Airbus A320-214,05873,12 years
Aeroflot,RA-73755,Airbus A320-214,05921,12 years
Aeroflot,RA-73756,Airbus A320-214,05970,12 years
Aeroflot,RA-73757,Airbus A320-214,05974,12 years
Aeroflot,RA-73758,Airbus A320-214,05982,12 years
Aeroflot,RA-73759,Airbus A320-214,06043,11 years
Aeroflot,RA-73760,Airbus A320-214,06044,11 years
Aeroflot,RA-73761,Airbus A320-214,06060,11 years
Aeroflot,RA-73762,Airbus A320-214,06071,11 years
Aeroflot,RA-73763,Airbus A320-214,06090,11 years
Aeroflot,RA-73764,Airbus A320-214,07275,9 years
Aeroflot,RA-73765,Airbus A320-214,07295,9 years
Aeroflot,RA-73766,Airbus A320-214,07561,9 years
Aeroflot,RA-73767,Airbus A320-214,07593,8 years
Aeroflot,RA-73768,Airbus A320-214,07646,8 years
Aeroflot,RA-73769,Airbus A320-214,07653,8 years
Aeroflot,RA-73770,Airbus A320-214,07806,8 years
Aeroflot,RA-73771,Airbus A320-214,07836,8 years
Aeroflot,RA-73772,Airbus A320-214,07843,8 years
Aeroflot,RA-73773,Airbus A320-214,07846,8 years
Aeroflot,RA-73774,Airbus A320-214,07863,8 years
Aeroflot,RA-73775,Airbus A320-214,07902,8 years
Aeroflot,RA-73776,Airbus A320-214,07932,8 years
Aeroflot,RA-73777,Airbus A320-214,08067,8 years
Aeroflot,RA-73778,Airbus A320-214,08073,8 years
Aeroflot,RA-73779,Airbus A320-214,08133,7 years
Aeroflot,RA-73780,Airbus A320-214,08188,7 years
Aeroflot,RA-73781,Airbus A320-214,08201,7 years
Aeroflot,RA-73160,Airbus A321-211,05881,12 years
Aeroflot,RA-73161,Airbus A321-211,08205,7 years
Aeroflot,RA-73163,Airbus A321-211,05790,12 years
Aeroflot,RA-73164,Airbus A321-211,05913,12 years
Aeroflot,RA-73165,Airbus A321-211,05720,12 years
Aeroflot,RA-73166,Airbus A321-211,08363,7 years
Aeroflot,RA-73177,Airbus A321-211,08378,7 years
Aeroflot,RA-73178,Airbus A321-211,08147,7 years
Aeroflot,RA-73706,Airbus A321-211,04058,16 years
Aeroflot,RA-73707,Airbus A321-211,04074,16 years
Aeroflot,RA-73708,Airbus A321-211,04116,16 years
Aeroflot,RA-73709,Airbus A321-211,06678,10 years
Aeroflot,RA-73710,Airbus A321-211,06726,10 years
Aeroflot,RA-73711,Airbus A321-211,06756,10 years
Aeroflot,RA-73712,Airbus A321-211,06817,10 years
Aeroflot,RA-73713,Airbus A321-211,06945,10 years
Aeroflot,RA-73714,Airbus A321-211,07037,9 years
Aeroflot,RA-73715,Airbus A321-211,07072,9 years
Aeroflot,RA-73716,Airbus A321-211,07084,9 years
Aeroflot,RA-73717,Airbus A321-211,07137,9 years
Aeroflot,RA-73718,Airbus A321-211,07193,9 years
Aeroflot,RA-73719,Airbus A321-211,07202,9 years
Aeroflot,RA-73720,Airbus A321-211,07255,9 years
Aeroflot,RA-73721,Airbus A321-211,07300,9 years
Aeroflot,RA-73722,Airbus A321-211,07645,8 years
Aeroflot,RA-73723,Airbus A321-211,07667,8 years
Aeroflot,RA-73724,Airbus A321-211,07678,8 years
Aeroflot,RA-73725,Airbus A321-211,07749,8 years
Aeroflot,RA-73726,Airbus A321-211,07782,8 years
Aeroflot,RA-73727,Airbus A321-211,07801,8 years
Aeroflot,RA-73728,Airbus A321-211,07878,8 years
Aeroflot,RA-73729,Airbus A321-211,07934,8 years
Aeroflot,RA-73159,Airbus A330-343,1299,13 years
Aeroflot,RA-73700,Airbus A330-343,1264,14 years
Aeroflot,RA-73701,Airbus A330-343,1284,14 years
Aeroflot,RA-73782,Airbus A330-343,1232,14 years
Aeroflot,RA-73783,Airbus A330-343,1247,14 years
Aeroflot,RA-73784,Airbus A330-343,1270,14 years
Aeroflot,RA-73785,Airbus A330-343,1323,13 years
Aeroflot,RA-73786,Airbus A330-343,1328,13 years
Aeroflot,RA-73787,Airbus A330-343,1345,13 years
Aeroflot,RA-73788,Airbus A330-343,1356,13 years
Aeroflot,RA-73789,Airbus A330-343,1371,13 years
Aeroflot,RA-73151,Airbus A350-941,441,4 years
Aeroflot,RA-73152,Airbus A350-941,437,4 years
Aeroflot,RA-73153,Airbus A350-941,429,5 years
Aeroflot,RA-73154,Airbus A350-941,428,5 years
Aeroflot,RA-73155,Airbus A350-941,414,5 years
Aeroflot,RA-73156,Airbus A350-941,466,4 years
Aeroflot,RA-73157,Airbus A350-941,383,6 years
Aeroflot,RA-73093,Boeing 737-8LJ,41215,10 years
